Player,Nation,POS,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Clr,Err,Unnamed: 21_level_0_Matches,Team
Tommy Thompson,USA,DF,28,0.2,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches,San Jose Earthquakes
Michael Baldisimo,PHI,MF,24,0.1,3,0,1,2,0,2,3,66.7,1,0,0,0,2,5,1,0,Matches,San Jose Earthquakes
Nemanja Radoja,SRB,MF,31,20.1,37,21,13,23,1,18,32,56.3,14,22,3,19,17,54,22,1,Matches,Sporting Kansas City
Tim Melia,USA,GK,38,19.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,2,Matches,Sporting Kansas City
Jake Davis,USA,DF,22,18.7,52,27,19,27,6,23,51,45.1,28,26,5,21,21,73,33,0,Matches,Sporting Kansas City
Erik Thommy,GER,MF,29,17.7,23,16,4,13,6,12,27,44.4,15,26,3,23,9,32,9,1,Matches,Sporting Kansas City
Daniel Rosero,COL,DF,30,16.8,21,15,13,8,0,8,14,57.1,6,19,11,8,19,40,77,1,Matches,Sporting Kansas City
Tim Leibold,GER,DF,30,15.5,40,26,24,11,5,25,44,56.8,19,17,2,15,20,60,21,1,Matches,Sporting Kansas City
Dániel Sallói,HUN,FW,27,15.4,14,6,5,8,1,7,10,70.0,3,17,0,17,8,22,9,0,Matches,Sporting Kansas City
Alan Pulido,MEX,FW,33,14.7,12,3,0,8,4,2,9,22.2,7,3,0,3,3,15,3,0,Matches,Sporting Kansas City
Johnny Russell, SCO,FW,34,13.6,26,17,15,6,5,13,24,54.2,11,23,1,22,6,32,9,0,Matches,Sporting Kansas City
Andreu Fontàs,ESP,DF,34,13.2,18,10,10,7,1,10,29,34.5,19,20,6,14,22,40,40,0,Matches,Sporting Kansas City
Memo Rodriguez,USA,MF,28,11.8,30,15,13,15,2,15,35,42.9,20,7,1,6,19,49,6,0,Matches,Sporting Kansas City
William Agada,NGA,FW,24,11.0,5,2,1,2,2,0,2,0.0,2,2,0,2,2,7,2,0,Matches,Sporting Kansas City
Robert Voloder,BIH,DF,23,9.6,17,8,11,4,2,6,14,42.9,8,12,5,7,15,32,31,2,Matches,Sporting Kansas City
Rémi Walter,FRA,MF,29,8.0,9,4,3,5,1,5,8,62.5,3,2,1,1,7,16,10,0,Matches,Sporting Kansas City
Zorhan Bassong,CAN,DF,25,6.5,21,16,15,5,1,9,11,81.8,2,8,3,5,6,27,13,0,Matches,Sporting Kansas City
Robert Castellanos,USA,DF,26,5.5,3,2,3,0,0,1,2,50.0,1,3,3,0,7,10,26,0,Matches,Sporting Kansas City
Kayden Pierre,USA,DF,21,3.8,7,5,3,2,2,4,6,66.7,2,4,2,2,4,11,12,0,Matches,Sporting Kansas City
Marinos Tzionis,CYP,FW,22,3.1,6,3,0,2,4,0,1,0.0,1,6,1,5,3,9,2,0,Matches,Sporting Kansas City
Alenis Vargas,HON,FW,20,3.7,3,2,0,1,2,2,6,33.3,4,1,0,1,2,5,1,0,Matches,Sporting Kansas City
Stephen Afrifa,CAN,FW,23,3.3,9,4,8,0,1,4,5,80.0,1,6,0,6,1,10,4,0,Matches,Sporting Kansas City
John Pulskamp,USA,GK,23,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,Sporting Kansas City
Felipe Hernandez,USA,MF,26,4.2,4,1,2,2,0,1,5,20.0,4,10,1,9,2,6,1,0,Matches,Sporting Kansas City
Khiry Shelton,USA,DF,31,3.8,9,4,7,2,0,2,3,66.7,1,5,0,5,2,11,5,1,Matches,Sporting Kansas City
Maarten Paes,NED,GK,26,21.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,5,Matches,FC Dallas
Sebastien Ibeagha,USA,DF,32,19.0,20,16,14,5,1,12,16,75.0,4,15,11,4,16,36,82,2,Matches,FC Dallas
Petar Musa,CRO,FW,26,18.8,9,3,3,4,2,2,10,20.0,8,17,2,15,7,16,23,1,Matches,FC Dallas
Sam Junqua,USA,DF,27,17.2,26,20,17,5,4,18,24,75.0,6,18,9,9,19,45,44,0,Matches,FC Dallas
Paul Arriola,USA,DF,29,17.1,27,18,14,10,3,16,35,45.7,19,20,2,18,5,32,19,0,Matches,FC Dallas
Liam Fraser,CAN,MF,26,15.3,19,11,8,9,2,14,21,66.7,7,20,11,9,13,32,20,1,Matches,FC Dallas
Nkosi Tafari,USA,DF,27,16.3,23,19,14,6,3,10,15,66.7,5,19,16,3,14,37,67,1,Matches,FC Dallas
Asier Illarramendi,ESP,MF,34,12.5,38,24,13,19,6,24,47,51.1,23,25,5,20,18,56,23,0,Matches,FC Dallas
Patrickson Delgado,ECU,MF,20,11.0,20,15,7,8,5,8,17,47.1,9,16,2,14,18,38,11,0,Matches,FC Dallas
Marco Farfan,USA,DF,25,11.0,25,14,11,11,3,12,16,75.0,4,9,4,5,11,36,17,0,Matches,FC Dallas
Sebastian Lletget,USA,MF,31,10.4,17,11,7,9,1,7,13,53.8,6,7,1,6,10,27,12,0,Matches,FC Dallas
Ema Twumasi,GHA,DF,27,9.3,13,10,7,4,2,7,14,50.0,7,6,4,2,3,16,21,1,Matches,FC Dallas
Jesús Ferreira,USA,MF,23,9.0,9,6,6,3,0,4,11,36.4,7,5,0,5,5,14,2,0,Matches,FC Dallas
Dante Sealy,USA,DF,21,8.8,14,8,5,5,4,8,12,66.7,4,5,1,4,11,25,15,0,Matches,FC Dallas
Bernard Kamungo,USA,MF,22,8.3,11,9,4,3,4,5,14,35.7,9,10,1,9,5,16,9,0,Matches,FC Dallas
Omar Gonzalez,USA,DF,35,6.9,4,2,3,1,0,1,2,50.0,1,12,9,3,3,7,36,1,Matches,FC Dallas
Eugene Ansah,GHA,FW,29,4.2,5,5,2,3,0,1,1,100.0,0,1,0,1,2,7,4,0,Matches,FC Dallas
Tsiki Ntsabeleng,RSA,MF,26,5.0,7,2,2,4,1,3,7,42.9,4,3,0,3,3,10,3,0,Matches,FC Dallas
Logan Farrington,USA,FW,22,5.5,6,4,2,3,1,0,6,0.0,6,7,1,6,2,8,4,0,Matches,FC Dallas
Nolan Norris,USA,MF,19,1.5,1,0,0,1,0,1,1,100.0,0,2,1,1,2,3,4,0,Matches,FC Dallas
Herbert Endeley,USA,MF,22,1.3,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,3,0,Matches,FC Dallas
Tomas Pondeca,USA,MF,22,0.8,2,1,0,1,1,0,3,0.0,3,0,0,0,0,2,0,0,Matches,FC Dallas
Tarik Scott,USA,FW,19,0.4,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Matches,FC Dallas
Carle-Fred Sainte,HAI,MF,21,0.3,1,1,0,0,1,0,1,0.0,1,3,0,3,2,3,0,0,Matches,FC Dallas
Paxton Pomykal,USA,MF,24,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches,FC Dallas
