Player,Nation,POS,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,Team
Ian Harkes,USA,MF,29,7.4,454.0,12.0,122.0,248.0,86.0,12.0,454.0,4.0,4.0,100.0,0.0,0.0,241.0,1168.0,552.0,10.0,6.0,1.0,9.0,4.0,339.0,16.0,Matches,New England Revolution
Aljaž Ivačič,SVN,GK,30,7.0,256.0,223.0,254.0,2.0,0.0,0.0,256.0,0.0,0.0,,0.0,,141.0,696.0,431.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,Matches,New England Revolution
Nacho Gil,ESP,FW,28,5.2,262.0,5.0,43.0,125.0,101.0,16.0,262.0,16.0,4.0,25.0,11.0,68.8,166.0,949.0,379.0,10.0,14.0,1.0,14.0,7.0,192.0,27.0,Matches,New England Revolution
Dylan Borrero,COL,FW,22,4.9,300.0,4.0,41.0,118.0,145.0,22.0,300.0,14.0,5.0,35.7,9.0,64.3,179.0,1086.0,456.0,16.0,8.0,8.0,17.0,5.0,231.0,58.0,Matches,New England Revolution
Andrew Farrell,USA,DF,32,4.7,355.0,19.0,113.0,180.0,64.0,5.0,355.0,2.0,1.0,50.0,1.0,50.0,200.0,714.0,369.0,8.0,3.0,2.0,3.0,3.0,241.0,19.0,Matches,New England Revolution
Noel Buck, ENG,MF,19,2.9,170.0,9.0,40.0,111.0,22.0,3.0,170.0,4.0,2.0,50.0,1.0,25.0,102.0,530.0,199.0,1.0,1.0,0.0,8.0,4.0,123.0,5.0,Matches,New England Revolution
Ryan Spaulding,USA,DF,25,3.8,265.0,14.0,66.0,120.0,83.0,10.0,265.0,7.0,4.0,57.1,3.0,42.9,144.0,854.0,344.0,16.0,5.0,4.0,7.0,8.0,153.0,29.0,Matches,New England Revolution
Emmanuel Boateng,GHA,FW,30,2.6,127.0,1.0,13.0,51.0,63.0,15.0,127.0,6.0,3.0,50.0,3.0,50.0,73.0,387.0,84.0,4.0,2.0,3.0,11.0,4.0,87.0,31.0,Matches,New England Revolution
Jonathan Mensah,GHA,DF,33,1.7,94.0,19.0,69.0,25.0,0.0,0.0,94.0,0.0,0.0,,0.0,,37.0,129.0,39.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,Matches,New England Revolution
Earl Edwards Jr.,USA,GK,32,1.0,43.0,38.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0,,0.0,,25.0,95.0,51.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,Matches,New England Revolution
Bobby Wood,USA,FW,31,0.5,22.0,0.0,3.0,10.0,10.0,4.0,22.0,0.0,0.0,,0.0,,8.0,24.0,9.0,0.0,1.0,0.0,3.0,2.0,15.0,2.0,Matches,New England Revolution
Thomas McNamara,USA,MF,33,0.1,10.0,1.0,2.0,5.0,4.0,0.0,10.0,0.0,0.0,,0.0,,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,Matches,New England Revolution
Jack Panayotou,USA,DF,20,0.0,9.0,0.0,0.0,3.0,6.0,0.0,9.0,1.0,0.0,0.0,1.0,100.0,6.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,Matches,New England Revolution
Emeka Eneli,USA,MF,24,17.3,1121.0,29.0,232.0,703.0,197.0,7.0,1121.0,19.0,7.0,36.8,10.0,52.6,626.0,2650.0,1367.0,26.0,16.0,2.0,20.0,17.0,755.0,30.0,Matches,Real Salt Lake
Cristian Arango,COL,FW,29,16.9,648.0,3.0,17.0,267.0,377.0,105.0,646.0,64.0,26.0,40.6,34.0,53.1,443.0,2602.0,1448.0,52.0,39.0,16.0,41.0,26.0,503.0,112.0,Matches,Real Salt Lake
Braian Ojeda,PAR,MF,23,15.6,1111.0,31.0,202.0,692.0,229.0,14.0,1111.0,43.0,24.0,55.8,16.0,37.2,699.0,3040.0,1469.0,18.0,26.0,2.0,38.0,25.0,846.0,27.0,Matches,Real Salt Lake
Carlos Gómez,COL,FW,21,14.4,634.0,9.0,77.0,228.0,350.0,84.0,634.0,103.0,33.0,32.0,68.0,66.0,435.0,2978.0,1490.0,59.0,30.0,27.0,54.0,25.0,457.0,162.0,Matches,Real Salt Lake
Andrew Brody,USA,DF,29,15.4,1135.0,51.0,321.0,598.0,222.0,8.0,1135.0,20.0,6.0,30.0,14.0,70.0,629.0,3006.0,1588.0,27.0,21.0,1.0,7.0,0.0,708.0,34.0,Matches,Real Salt Lake
Justen Glad,USA,DF,27,15.0,1063.0,164.0,577.0,467.0,24.0,15.0,1063.0,4.0,4.0,100.0,0.0,0.0,654.0,2685.0,1356.0,0.0,1.0,0.0,4.0,2.0,714.0,0.0,Matches,Real Salt Lake
Zac MacMath,USA,GK,32,14.0,656.0,435.0,641.0,15.0,0.0,0.0,656.0,1.0,1.0,100.0,0.0,0.0,421.0,2622.0,1744.0,0.0,0.0,0.0,2.0,0.0,334.0,0.0,Matches,Real Salt Lake
Brayan Vera,COL,DF,25,14.0,955.0,86.0,390.0,499.0,72.0,4.0,955.0,4.0,3.0,75.0,1.0,25.0,559.0,2561.0,1512.0,9.0,8.0,1.0,8.0,1.0,615.0,1.0,Matches,Real Salt Lake
Diego Luna,USA,FW,20,12.3,727.0,5.0,77.0,381.0,277.0,35.0,727.0,43.0,19.0,44.2,19.0,44.2,467.0,2753.0,1093.0,30.0,25.0,10.0,33.0,23.0,543.0,64.0,Matches,Real Salt Lake
Alexandros Katranis,GRE,DF,26,10.9,698.0,25.0,163.0,299.0,241.0,16.0,698.0,14.0,4.0,28.6,8.0,57.1,351.0,1472.0,792.0,14.0,20.0,3.0,18.0,5.0,393.0,55.0,Matches,Real Salt Lake
Matt Crooks, ENG,MF,30,9.8,528.0,14.0,60.0,314.0,161.0,24.0,528.0,19.0,7.0,36.8,12.0,63.2,351.0,1785.0,948.0,29.0,24.0,5.0,19.0,10.0,409.0,65.0,Matches,Real Salt Lake
Bode Davis,USA,DF,22,8.6,637.0,42.0,235.0,271.0,135.0,12.0,637.0,17.0,7.0,41.2,9.0,52.9,352.0,1479.0,774.0,14.0,13.0,4.0,7.0,3.0,406.0,43.0,Matches,Real Salt Lake
Anderson Julio,ECU,FW,28,7.0,214.0,5.0,13.0,52.0,152.0,39.0,214.0,24.0,12.0,50.0,12.0,50.0,141.0,921.0,383.0,18.0,6.0,12.0,21.0,10.0,154.0,52.0,Matches,Real Salt Lake
Fidel Barajas,MEX,FW,18,5.6,227.0,0.0,18.0,75.0,137.0,19.0,227.0,11.0,2.0,18.2,9.0,81.8,155.0,891.0,473.0,17.0,15.0,5.0,16.0,10.0,165.0,55.0,Matches,Real Salt Lake
Philip Quinton,USA,DF,24,4.1,310.0,49.0,155.0,134.0,21.0,2.0,310.0,0.0,0.0,,0.0,,173.0,653.0,248.0,1.0,0.0,0.0,5.0,0.0,181.0,2.0,Matches,Real Salt Lake
Gavin Beavers,USA,GK,19,4.0,126.0,101.0,122.0,4.0,0.0,0.0,126.0,0.0,0.0,,0.0,,73.0,322.0,196.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,Matches,Real Salt Lake
Nelson Palacio,COL,MF,23,3.2,262.0,8.0,77.0,147.0,38.0,2.0,262.0,5.0,3.0,60.0,2.0,40.0,151.0,431.0,136.0,0.0,2.0,0.0,3.0,5.0,184.0,4.0,Matches,Real Salt Lake
Bryan Oviedo,CRC,DF,34,3.0,218.0,5.0,78.0,88.0,53.0,3.0,218.0,4.0,1.0,25.0,2.0,50.0,136.0,573.0,312.0,5.0,5.0,1.0,2.0,1.0,143.0,16.0,Matches,Real Salt Lake
Marcelo Silva,URU,DF,35,2.0,129.0,17.0,61.0,62.0,6.0,4.0,129.0,1.0,1.0,100.0,0.0,0.0,60.0,281.0,166.0,1.0,0.0,0.0,0.0,0.0,76.0,0.0,Matches,Real Salt Lake
Pablo Ruíz,ARG,MF,25,1.9,128.0,0.0,7.0,62.0,59.0,5.0,128.0,5.0,3.0,60.0,2.0,40.0,68.0,314.0,103.0,2.0,0.0,0.0,6.0,2.0,88.0,16.0,Matches,Real Salt Lake
Maikel Chang,CUB,MF,33,1.7,138.0,1.0,22.0,56.0,61.0,6.0,138.0,3.0,1.0,33.3,1.0,33.3,82.0,313.0,133.0,2.0,5.0,0.0,5.0,4.0,96.0,23.0,Matches,Real Salt Lake
Noel Caliskan,GER,MF,23,1.1,86.0,0.0,19.0,53.0,15.0,0.0,86.0,2.0,0.0,0.0,2.0,100.0,52.0,221.0,97.0,0.0,2.0,0.0,2.0,1.0,64.0,3.0,Matches,Real Salt Lake
Tommy Silva,USA,DF,22,0.2,15.0,7.0,10.0,3.0,2.0,0.0,15.0,0.0,0.0,,0.0,,4.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Matches,Real Salt Lake
Zavier Gozo,USA,FW,17,0.1,5.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,,0.0,,1.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Matches,Real Salt Lake
Hugo Lloris,FRA,GK,37,17.0,599.0,476.0,597.0,2.0,0.0,0.0,599.0,0.0,0.0,,0.0,,341.0,1926.0,1253.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,Matches,Los Angeles FC
Denis Bouanga,GAB,FW,29,17.0,714.0,11.0,60.0,203.0,469.0,137.0,709.0,131.0,43.0,32.8,80.0,61.1,483.0,3963.0,2024.0,85.0,46.0,49.0,63.0,30.0,524.0,176.0,Matches,Los Angeles FC
Timmy Tillman,GER,MF,25,16.5,900.0,26.0,196.0,481.0,238.0,34.0,900.0,53.0,24.0,45.3,27.0,50.9,519.0,2904.0,1463.0,32.0,31.0,6.0,33.0,14.0,598.0,47.0,Matches,Los Angeles FC
Mateusz Bogusz,POL,FW,22,15.9,762.0,8.0,55.0,346.0,371.0,51.0,762.0,38.0,17.0,44.7,18.0,47.4,448.0,2610.0,1119.0,38.0,25.0,6.0,43.0,21.0,522.0,112.0,Matches,Los Angeles FC
Cristian Olivera,URU,FW,22,15.0,482.0,3.0,52.0,124.0,316.0,75.0,482.0,65.0,25.0,38.5,31.0,47.7,323.0,2433.0,1299.0,61.0,21.0,31.0,31.0,17.0,333.0,128.0,Matches,Los Angeles FC
Aaron Long,USA,DF,31,14.1,816.0,122.0,482.0,314.0,21.0,11.0,816.0,2.0,2.0,100.0,0.0,0.0,403.0,1661.0,904.0,2.0,1.0,0.0,6.0,2.0,506.0,2.0,Matches,Los Angeles FC
Eduard Atuesta,COL,MF,26,14.0,935.0,18.0,157.0,522.0,267.0,21.0,935.0,36.0,16.0,44.4,16.0,44.4,543.0,2821.0,1248.0,20.0,20.0,2.0,26.0,20.0,638.0,42.0,Matches,Los Angeles FC
Jesús David Murillo Largacha,COL,DF,30,13.8,798.0,106.0,434.0,350.0,18.0,4.0,798.0,7.0,4.0,57.1,3.0,42.9,398.0,1979.0,1089.0,10.0,2.0,0.0,6.0,2.0,477.0,1.0,Matches,Los Angeles FC
Ilie Sánchez,ESP,MF,33,13.0,787.0,53.0,232.0,457.0,106.0,7.0,787.0,5.0,3.0,60.0,1.0,20.0,358.0,1530.0,789.0,6.0,11.0,0.0,5.0,2.0,514.0,12.0,Matches,Los Angeles FC
Sergi Palencia,ESP,DF,28,12.6,818.0,31.0,249.0,378.0,200.0,5.0,818.0,24.0,11.0,45.8,10.0,41.7,392.0,1750.0,877.0,18.0,9.0,2.0,14.0,4.0,477.0,52.0,Matches,Los Angeles FC
Ryan Hollingshead,USA,DF,33,12.3,799.0,51.0,263.0,387.0,157.0,13.0,799.0,14.0,3.0,21.4,9.0,64.3,386.0,2315.0,1281.0,32.0,23.0,2.0,14.0,8.0,440.0,44.0,Matches,Los Angeles FC
Omar Campos,MEX,DF,21,8.7,515.0,25.0,160.0,218.0,141.0,16.0,515.0,18.0,11.0,61.1,7.0,38.9,258.0,1620.0,831.0,27.0,11.0,5.0,5.0,6.0,299.0,44.0,Matches,Los Angeles FC
Maxime Chanot,LUX,DF,34,6.3,500.0,71.0,297.0,189.0,17.0,7.0,500.0,5.0,4.0,80.0,0.0,0.0,291.0,1433.0,744.0,2.0,5.0,0.0,3.0,1.0,336.0,0.0,Matches,Los Angeles FC
Kei Kamara,SLE,FW,39,3.2,106.0,8.0,15.0,54.0,37.0,17.0,106.0,3.0,2.0,66.7,1.0,33.3,48.0,113.0,25.0,0.0,1.0,0.0,9.0,6.0,67.0,12.0,Matches,Los Angeles FC
Eddie Segura,COL,DF,27,2.9,245.0,10.0,98.0,126.0,22.0,5.0,245.0,2.0,1.0,50.0,1.0,50.0,132.0,516.0,236.0,0.0,0.0,0.0,5.0,3.0,164.0,2.0,Matches,Los Angeles FC
Erik Duenas,USA,MF,19,2.0,94.0,3.0,23.0,50.0,23.0,2.0,94.0,7.0,1.0,14.3,4.0,57.1,54.0,270.0,101.0,1.0,2.0,0.0,3.0,5.0,59.0,4.0,Matches,Los Angeles FC
David Martínez,VEN,FW,18,1.1,56.0,2.0,7.0,21.0,30.0,7.0,56.0,3.0,2.0,66.7,1.0,33.3,36.0,332.0,199.0,7.0,5.0,4.0,5.0,2.0,38.0,10.0,Matches,Los Angeles FC
Nathan Ordaz,SLV,FW,20,1.1,48.0,0.0,4.0,10.0,35.0,7.0,48.0,3.0,2.0,66.7,1.0,33.3,26.0,176.0,96.0,5.0,5.0,1.0,3.0,0.0,31.0,8.0,Matches,Los Angeles FC
Tomas Ángel,COL,FW,21,0.2,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,,0.0,,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Los Angeles FC
Luis Müller,GER,FW,23,0.1,13.0,0.0,2.0,2.0,9.0,1.0,13.0,1.0,0.0,0.0,1.0,100.0,10.0,43.0,17.0,1.0,1.0,0.0,0.0,0.0,9.0,5.0,Matches,Los Angeles FC
Michael Boxall,NZL,DF,35,16.5,812.0,135.0,427.0,352.0,40.0,8.0,812.0,7.0,5.0,71.4,2.0,28.6,385.0,1694.0,906.0,7.0,7.0,0.0,10.0,1.0,434.0,4.0,Matches,Minnesota United
Wil Trapp,USA,MF,31,15.3,844.0,29.0,181.0,493.0,171.0,8.0,844.0,21.0,13.0,61.9,6.0,28.6,456.0,1919.0,801.0,12.0,12.0,1.0,15.0,17.0,547.0,15.0,Matches,Minnesota United
Dayne St. Clair,CAN,GK,27,15.0,557.0,417.0,552.0,5.0,0.0,0.0,557.0,0.0,0.0,,0.0,,281.0,1713.0,911.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,Matches,Minnesota United
D.J. Taylor,USA,DF,26,13.1,692.0,38.0,220.0,311.0,165.0,19.0,692.0,7.0,2.0,28.6,4.0,57.1,294.0,1322.0,626.0,20.0,16.0,5.0,7.0,1.0,345.0,44.0,Matches,Minnesota United
Jeong Sangbin,KOR,FW,22,12.5,526.0,10.0,75.0,189.0,275.0,38.0,526.0,40.0,18.0,45.0,19.0,47.5,295.0,1890.0,856.0,27.0,14.0,9.0,25.0,6.0,326.0,108.0,Matches,Minnesota United
Robin Lod,FIN,MF,31,11.4,605.0,16.0,66.0,297.0,254.0,32.0,605.0,35.0,17.0,48.6,18.0,51.4,349.0,2004.0,929.0,33.0,22.0,9.0,25.0,16.0,409.0,62.0,Matches,Minnesota United
Joseph Rosales,HON,DF,23,12.0,780.0,43.0,240.0,312.0,242.0,18.0,780.0,39.0,22.0,56.4,15.0,38.5,357.0,2501.0,1207.0,30.0,22.0,6.0,23.0,15.0,351.0,63.0,Matches,Minnesota United
Devin Padelford,USA,DF,21,11.0,620.0,38.0,233.0,287.0,108.0,6.0,620.0,15.0,7.0,46.7,7.0,46.7,258.0,1408.0,723.0,13.0,6.0,1.0,10.0,5.0,307.0,23.0,Matches,Minnesota United
Hassani Dotson,USA,MF,26,10.5,594.0,22.0,99.0,358.0,143.0,17.0,594.0,16.0,10.0,62.5,4.0,25.0,291.0,1230.0,493.0,10.0,7.0,1.0,14.0,14.0,395.0,27.0,Matches,Minnesota United
Miguel Tapias,MEX,DF,27,10.1,551.0,56.0,295.0,238.0,19.0,9.0,551.0,2.0,2.0,100.0,0.0,0.0,259.0,1390.0,810.0,2.0,0.0,0.0,3.0,2.0,314.0,0.0,Matches,Minnesota United
Teemu Pukki,FIN,FW,34,8.7,229.0,4.0,10.0,77.0,146.0,53.0,229.0,18.0,5.0,27.8,12.0,66.7,133.0,678.0,253.0,13.0,8.0,8.0,17.0,13.0,150.0,55.0,Matches,Minnesota United
Kervin Arriaga,HON,DF,26,8.8,532.0,62.0,229.0,257.0,50.0,12.0,532.0,9.0,4.0,44.4,2.0,22.2,242.0,1290.0,596.0,4.0,6.0,0.0,8.0,3.0,264.0,2.0,Matches,Minnesota United
Bongokuhle Hlongwane,RSA,FW,23,8.0,318.0,6.0,44.0,122.0,161.0,41.0,318.0,22.0,8.0,36.4,13.0,59.1,197.0,1034.0,462.0,18.0,15.0,6.0,28.0,15.0,224.0,84.0,Matches,Minnesota United
Caden Clark,USA,FW,21,7.2,350.0,9.0,55.0,149.0,149.0,29.0,350.0,15.0,8.0,53.3,7.0,46.7,179.0,913.0,520.0,19.0,8.0,6.0,21.0,5.0,209.0,58.0,Matches,Minnesota United
Tani Oluwaseyi,CAN,FW,24,6.9,188.0,8.0,21.0,70.0,98.0,35.0,188.0,13.0,3.0,23.1,10.0,76.9,84.0,435.0,217.0,12.0,5.0,8.0,17.0,2.0,122.0,26.0,Matches,Minnesota United
Franco Fragapane,ARG,FW,31,5.8,296.0,4.0,24.0,137.0,138.0,23.0,296.0,9.0,2.0,22.2,6.0,66.7,176.0,1021.0,499.0,14.0,14.0,0.0,4.0,8.0,213.0,52.0,Matches,Minnesota United
Carlos Harvey,PAN,MF,24,2.4,122.0,5.0,23.0,78.0,22.0,0.0,122.0,4.0,3.0,75.0,1.0,25.0,64.0,261.0,126.0,1.0,3.0,0.0,3.0,6.0,81.0,5.0,Matches,Minnesota United
Alejandro Bran,CRC,MF,23,2.4,141.0,2.0,23.0,84.0,37.0,5.0,141.0,0.0,0.0,,0.0,,83.0,359.0,149.0,0.0,1.0,0.0,8.0,2.0,96.0,8.0,Matches,Minnesota United
Clint Irwin,USA,GK,35,2.0,60.0,55.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,,0.0,,28.0,168.0,95.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,Matches,Minnesota United
Jordan Adebayo-Smith,NGA,FW,24,2.4,67.0,0.0,6.0,34.0,28.0,6.0,67.0,3.0,1.0,33.3,2.0,66.7,30.0,112.0,43.0,2.0,1.0,2.0,5.0,0.0,40.0,12.0,Matches,Minnesota United
Victor Eriksson,SWE,DF,23,1.3,57.0,5.0,31.0,22.0,4.0,3.0,57.0,0.0,0.0,,0.0,,27.0,104.0,43.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,Matches,Minnesota United
Hugo Bacharach,ESP,DF,22,1.0,66.0,5.0,31.0,35.0,0.0,0.0,66.0,0.0,0.0,,0.0,,46.0,227.0,74.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,Matches,Minnesota United
Morris Duggan,GER,DF,23,0.5,30.0,7.0,20.0,10.0,1.0,0.0,30.0,2.0,1.0,50.0,1.0,50.0,14.0,84.0,64.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,Matches,Minnesota United
Loïc Mesanvi,TOG,FW,20,0.5,26.0,1.0,3.0,6.0,17.0,3.0,26.0,6.0,1.0,16.7,5.0,83.3,15.0,128.0,56.0,3.0,2.0,0.0,1.0,2.0,14.0,2.0,Matches,Minnesota United
Moses Nyeman,USA,MF,20,0.5,22.0,1.0,4.0,14.0,4.0,1.0,22.0,1.0,1.0,100.0,0.0,0.0,9.0,21.0,4.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,Matches,Minnesota United
Emanuel Reynoso,ARG,MF,28,0.3,27.0,0.0,3.0,5.0,19.0,2.0,27.0,2.0,2.0,100.0,0.0,0.0,20.0,115.0,29.0,1.0,1.0,1.0,1.0,1.0,25.0,7.0,Matches,Minnesota United
Zarek Valentin,PUR,DF,32,0.3,8.0,2.0,4.0,4.0,0.0,0.0,8.0,0.0,0.0,,0.0,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches,Minnesota United
Patrick Weah,LBR,FW,20,0.3,11.0,0.0,4.0,4.0,3.0,0.0,11.0,1.0,0.0,0.0,1.0,100.0,8.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,Matches,Minnesota United
Keith Romanshyn,USA,FW,18,0.1,,,,,,,,,,,,,,,,,,,,,,,Matches,Minnesota United
Maya Yoshida,JPN,DF,35,18.0,1374.0,187.0,763.0,580.0,37.0,28.0,1374.0,1.0,1.0,100.0,0.0,0.0,782.0,2820.0,1306.0,1.0,2.0,0.0,5.0,2.0,1014.0,3.0,Matches,LA Galaxy
Miki Yamane,JPN,DF,30,16.8,1362.0,69.0,430.0,601.0,339.0,18.0,1362.0,28.0,16.0,57.1,11.0,39.3,680.0,2718.0,1365.0,26.0,19.0,5.0,10.0,3.0,945.0,73.0,Matches,LA Galaxy
Marky Delgado,USA,MF,29,16.3,1310.0,43.0,236.0,718.0,361.0,31.0,1310.0,13.0,7.0,53.8,6.0,46.2,700.0,2781.0,1431.0,20.0,28.0,5.0,24.0,14.0,996.0,92.0,Matches,LA Galaxy
Julián Aude,ARG,DF,21,15.7,1062.0,65.0,374.0,457.0,241.0,20.0,1062.0,37.0,23.0,62.2,12.0,32.4,527.0,2572.0,1201.0,24.0,21.0,3.0,25.0,16.0,673.0,62.0,Matches,LA Galaxy
John McCarthy,USA,GK,31,16.0,556.0,494.0,555.0,1.0,0.0,0.0,556.0,0.0,0.0,,0.0,,279.0,1425.0,805.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,Matches,LA Galaxy
Riqui Puig,ESP,MF,24,15.8,1722.0,7.0,224.0,1019.0,499.0,43.0,1720.0,56.0,35.0,62.5,18.0,32.1,1285.0,8330.0,3817.0,71.0,69.0,12.0,32.0,22.0,1503.0,61.0,Matches,LA Galaxy
Gabriel Chaves,BRA,FW,23,14.3,754.0,9.0,66.0,251.0,454.0,103.0,753.0,61.0,22.0,36.1,35.0,57.4,475.0,3473.0,1814.0,88.0,42.0,39.0,40.0,29.0,548.0,160.0,Matches,LA Galaxy
Dejan Joveljić,SRB,FW,24,12.4,322.0,14.0,28.0,108.0,189.0,72.0,320.0,15.0,4.0,26.7,10.0,66.7,176.0,711.0,270.0,15.0,5.0,12.0,24.0,13.0,243.0,54.0,Matches,LA Galaxy
Joseph Paintsil,GHA,FW,26,12.0,595.0,6.0,64.0,175.0,364.0,71.0,594.0,49.0,18.0,36.7,26.0,53.1,431.0,2514.0,1312.0,43.0,20.0,18.0,30.0,16.0,478.0,152.0,Matches,LA Galaxy
Edwin Cerrillo,USA,MF,23,11.2,898.0,46.0,257.0,563.0,89.0,1.0,898.0,12.0,6.0,50.0,6.0,50.0,530.0,1998.0,794.0,3.0,8.0,0.0,7.0,7.0,708.0,10.0,Matches,LA Galaxy
Martín Cáceres,URU,DF,37,9.5,656.0,80.0,350.0,295.0,13.0,6.0,656.0,1.0,0.0,0.0,1.0,100.0,432.0,1438.0,759.0,4.0,0.0,0.0,2.0,3.0,496.0,2.0,Matches,LA Galaxy
Gastón Brugman,URU,MF,31,9.5,807.0,33.0,199.0,457.0,160.0,10.0,807.0,7.0,2.0,28.6,5.0,71.4,458.0,1973.0,871.0,8.0,21.0,1.0,9.0,7.0,588.0,21.0,Matches,LA Galaxy
Diego Fagúndez,URU,FW,29,9.5,495.0,8.0,75.0,159.0,268.0,23.0,495.0,11.0,2.0,18.2,9.0,81.8,257.0,1368.0,709.0,17.0,16.0,4.0,11.0,9.0,330.0,58.0,Matches,LA Galaxy
Miguel Berry,ESP,FW,26,5.8,171.0,5.0,15.0,68.0,91.0,25.0,171.0,12.0,6.0,50.0,5.0,41.7,93.0,537.0,312.0,14.0,9.0,6.0,17.0,9.0,113.0,28.0,Matches,LA Galaxy
Jalen Neal,USA,DF,20,5.7,420.0,47.0,223.0,188.0,9.0,1.0,420.0,1.0,0.0,0.0,1.0,100.0,225.0,871.0,514.0,0.0,0.0,0.0,1.0,0.0,322.0,1.0,Matches,LA Galaxy
Novak Mićović,SRB,GK,22,2.0,71.0,62.0,70.0,1.0,0.0,0.0,71.0,0.0,0.0,,0.0,,47.0,226.0,136.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,Matches,LA Galaxy
Jonathan Perez,MEX,FW,21,1.5,88.0,4.0,14.0,25.0,51.0,11.0,88.0,7.0,2.0,28.6,3.0,42.9,52.0,355.0,197.0,7.0,1.0,4.0,1.0,1.0,57.0,18.0,Matches,LA Galaxy
John Nelson,USA,DF,25,1.8,101.0,8.0,39.0,49.0,13.0,0.0,101.0,0.0,0.0,,0.0,,50.0,202.0,116.0,4.0,2.0,0.0,1.0,0.0,61.0,5.0,Matches,LA Galaxy
Eriq Zavaleta,SLV,DF,31,1.8,116.0,23.0,89.0,24.0,3.0,3.0,116.0,1.0,1.0,100.0,0.0,0.0,68.0,205.0,84.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,Matches,LA Galaxy
Daniel Aguirre,USA,MF,24,1.2,118.0,1.0,20.0,58.0,40.0,7.0,118.0,0.0,0.0,,0.0,,61.0,267.0,128.0,5.0,2.0,2.0,4.0,1.0,91.0,11.0,Matches,LA Galaxy
Mauricio Cuevas,USA,DF,21,0.9,82.0,2.0,9.0,31.0,42.0,2.0,82.0,1.0,0.0,0.0,1.0,100.0,47.0,185.0,79.0,1.0,2.0,0.0,0.0,0.0,59.0,15.0,Matches,LA Galaxy
Tucker Lepley,USA,FW,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LA Galaxy
Rubén Ramos,USA,MF,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LA Galaxy
Yohei Takaoka,JPN,GK,28,17.0,564.0,481.0,556.0,8.0,0.0,0.0,564.0,2.0,2.0,100.0,0.0,0.0,329.0,1606.0,813.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,Matches,Vancouver Whitecaps
Ryan Gauld, SCO,FW,28,16.7,947.0,6.0,70.0,445.0,444.0,46.0,945.0,21.0,10.0,47.6,9.0,42.9,520.0,2079.0,985.0,17.0,25.0,4.0,29.0,15.0,647.0,88.0,Matches,Vancouver Whitecaps
Brian White,USA,FW,28,15.1,400.0,29.0,39.0,166.0,197.0,59.0,400.0,9.0,5.0,55.6,3.0,33.3,189.0,619.0,198.0,8.0,8.0,6.0,36.0,11.0,294.0,74.0,Matches,Vancouver Whitecaps
Ranko Veselinović,SRB,DF,25,14.6,886.0,228.0,608.0,257.0,22.0,16.0,886.0,0.0,0.0,,0.0,,545.0,2508.0,1224.0,4.0,2.0,1.0,4.0,1.0,650.0,3.0,Matches,Vancouver Whitecaps
